	mean_abundance	occurrence	predicted_occurrence	lower_conf_int	upper_conf_int
Actinomyces_graevenitzii	0.0006936416184971098	0.011560693641618497	0.003531985393623316	0.0004327577547641008	0.02820037952342293
Aggregatibacter_sp_oral_taxon_458	0.0009248554913294797	0.017341040462427744	0.004707185752903631	0.0007173992387657507	0.030215081909476516
Streptococcus_anginosus	0.0009248554913294797	0.005780346820809248	0.004707185752903631	0.0007173992387657507	0.030215081909476516
Campylobacter_concisus	0.0009248554913294797	0.03468208092485549	0.004707185752903631	0.0007173992387657507	0.030215081909476516
Haemophilus_sputorum	0.0010404624277456647	0.011560693641618497	0.00529438714977537	0.0008788269678963422	0.03120254587504533
Alloprevotella_tannerae	0.0010404624277456647	0.028901734104046242	0.00529438714977537	0.0008788269678963422	0.03120254587504533
Paracoccus_yeei	0.0011560693641618498	0.005780346820809248	0.0058813227618693675	0.0010516011678016624	0.03217814334736441
Prevotella_oris	0.0011560693641618498	0.005780346820809248	0.0058813227618693675	0.0010516011678016624	0.03217814334736441
Streptococcus_peroris	0.0012716763005780347	0.005780346820809248	0.006467992642058218	0.001234845128506995	0.033142751139856604
Alloprevotella_SGB1463	0.0013872832369942196	0.017341040462427744	0.007054396843269806	0.0014277883622737311	0.034097139843816834
Streptococcus_gordonii	0.0016184971098265897	0.03468208092485549	0.008226408420757392	0.0018401219444331013	0.03597791110548185
Capnocytophaga_leadbetteri	0.0016184971098265897	0.023121387283236993	0.008226408420757392	0.0018401219444331013	0.03597791110548185
GGB4395_SGB6050	0.0016184971098265897	0.011560693641618497	0.008226408420757392	0.0018401219444331013	0.03597791110548185
Prevotella_nanceiensis	0.0016184971098265897	0.046242774566473986	0.008226408420757392	0.0018401219444331013	0.03597791110548185
Neisseria_cinerea	0.0016184971098265897	0.011560693641618497	0.008226408420757392	0.0018401219444331013	0.03597791110548185
Gemella_SGB7284	0.0018497109826589595	0.023121387283236993	0.009397357918884297	0.002283987837230751	0.03782507204006806
Moraxella_osloensis	0.001965317919075145	0.011560693641618497	0.009982434521105366	0.0025165541428663306	0.038737240152020305
Aggregatibacter_aphrophilus	0.0021965317919075147	0.011560693641618497	0.011151791698188696	0.003000955318670881	0.04054075034026455
Lactobacillus_amylovorus	0.0023121387283236996	0.011560693641618497	0.011736072379748497	0.0032520965699792473	0.04143278624417673
Megasphaera_micronuciformis	0.0024277456647398845	0.06358381502890173	0.012320087861211637	0.0035087847614439227	0.042318756329418145
Parvimonas_SGB6649	0.0025433526011560694	0.005780346820809248	0.012903838196065998	0.003770741401560914	0.04319893919214478
Haemophilus_paraphrohaemolyticus	0.0031213872832369944	0.011560693641618497	0.0158186145471626	0.005151216780139096	0.047521383390259256
Veillonella_parvula	0.0032369942196531793	0.023121387283236993	0.016400775128711964	0.00544001619148797	0.04837161304234009
Fusobacterium_nucleatum	0.003352601156069364	0.017341040462427744	0.016982670939616695	0.0057326367385747284	0.04921750352041502
Haemophilus_influenzae	0.003352601156069364	0.03468208092485549	0.016982670939616695	0.0057326367385747284	0.04921750352041502
Veillonella_dispar	0.003352601156069364	0.09826589595375723	0.016982670939616695	0.0057326367385747284	0.04921750352041502
Prevotella_salivae	0.003583815028901734	0.08670520231213873	0.018145668465264886	0.006328734008273811	0.050896874608406195
Candidatus_Saccharibacteria_unclassified_SGB19850	0.003699421965317919	0.07514450867052024	0.018726770288031824	0.00663193048954179	0.05173063567102064
GGB12788_SGB19831	0.003699421965317919	0.005780346820809248	0.018726770288031824	0.00663193048954179	0.05173063567102064
Klebsiella_pneumoniae	0.0038150289017341043	0.005780346820809248	0.0193076075562002	0.006938386047991976	0.052560620040890814
Fusobacterium_pseudoperiodonticum	0.004046242774566474	0.057803468208092484	0.02046848864538886	0.007560600659186078	0.05420973286353416
Prevotella_copri_clade_A	0.004508670520231214	0.005780346820809248	0.022787078554748486	0.008839282523897055	0.05746749914841598
Alloprevotella_SGB1466	0.0055491329479768784	0.011560693641618497	0.027988456976769438	0.011858138376532244	0.06462542506415564
Pseudomonas_fluorescens	0.005780346820809248	0.005780346820809248	0.02914141694119954	0.01255182663420066	0.06618756612588508
Leptotrichia_wadei	0.006358381502890174	0.08670520231213873	0.03201920531355973	0.014317194739482314	0.07005274859102266
Streptococcus_parasanguinis	0.006820809248554913	0.09826589595375723	0.034316696360842225	0.01575856633191881	0.07310654406891526
Gemella_haemolysans	0.007167630057803468	0.11560693641618497	0.036037052178267026	0.01685491113213656	0.07537616965142613
Neisseria_sicca	0.007630057803468209	0.05202312138728324	0.038327179500382	0.018335389628550542	0.078376450693731
Haemophilus_haemolyticus	0.008439306358381502	0.07514450867052024	0.04232479115828891	0.02097239814700301	0.08356098833792493
Comamonas_thiooxydans	0.008439306358381502	0.011560693641618497	0.04232479115828891	0.02097239814700301	0.08356098833792493
Bacteroidaceae_unclassified_SGB1468	0.008554913294797687	0.10982658959537572	0.04289482892540308	0.021353499816957534	0.08429519678097669
Porphyromonas_pasteri	0.010404624277456647	0.1676300578034682	0.05197980776405575	0.027577535939132126	0.09584641935173696
Alishewanella_agri	0.011213872832369942	0.011560693641618497	0.055933435483334515	0.030364512006576493	0.10079493246196031
Streptococcus_oralis	0.012832369942196532	0.14450867052023122	0.06380235470899542	0.03603110887925507	0.11052430704436492
Streptococcus_infantis	0.013641618497109827	0.13872832369942195	0.06771768588901983	0.038903670298042585	0.1153123055266469
Streptococcus_pneumoniae	0.014219653179190751	0.07514450867052024	0.07050655863438571	0.04096928076525218	0.11870327733562737
Veillonella_atypica	0.01572254335260116	0.2543352601156069	0.07772729470688733	0.04638666205931078	0.12741366165573254
Streptococcus_salivarius	0.020809248554913295	0.12138728323699421	0.10184314275618556	0.0650851342013053	0.1558991670759088
Prevotella_pallens	0.023930635838150287	0.21965317919075145	0.11639580833035479	0.07673327142487739	0.1727241171150241
Haemophilus_parainfluenzae	0.02601156069364162	0.24855491329479767	0.1259945103577339	0.08453968316799118	0.18369809162081932
Afipia_birgiae	0.02635838150289017	0.08092485549132948	0.1275863086100576	0.08584292054526559	0.18550929470890226
Rothia_mucilaginosa	0.029364161849710982	0.2138728323699422	0.14128669577031117	0.09715385085335873	0.20100392226636674
Prevotella_sp_A2879	0.03364161849710983	0.19653179190751446	0.16049073930412483	0.11326582218700312	0.22246571393496448
Prevotella_jejuni	0.035144508670520234	0.2023121387283237	0.16715703102491686	0.11892192836487107	0.229852572629563
Cutibacterium_acnes	0.04	0.12138728323699421	0.1884084864758453	0.13714746853416546	0.25320666901753497
Sphingomonas_melonis	0.043121387283236993	0.11560693641618497	0.20184134716751712	0.14880769044380532	0.26782857478492916
Haemophilus_parahaemolyticus	0.05352601156069364	0.16184971098265896	0.24534341728002618	0.1872156333693475	0.3145348146947005
Prevotella_histicola	0.05410404624277456	0.28901734104046245	0.24770339355602244	0.18932496726219283	0.3170429036445531
Neisseria_subflava	0.05445086705202312	0.28901734104046245	0.24911653665727285	0.19058920978324073	0.31854355300063236
Prevotella_melaninogenica	0.058150289017341046	0.35260115606936415	0.2640579351925215	0.20400919056682842	0.3343572368094512
Helicobacter_pylori	0.06023121387283237	0.12138728323699421	0.2723568643814819	0.2115036128604319	0.34310012401628404
Streptococcus_mitis	0.21190751445086703	0.6011560693641619	0.7020689062621422	0.630129854910061	0.7652290277464736
